HGNC:462	ENSG00000099721	MGI:88005	ENSMUSG00000031354
HGNC:245	ENSG00000148700	MGI:1351615	ENSMUSG00000025026
HGNC:4525	ENSG00000056291	MGI:1860130	ENSMUSG00000035528
HGNC:34410	ENSG00000215041	MGI:1921092	ENSMUSG00000047284
HGNC:251	ENSG00000248144	MGI:87921	ENSMUSG00000074207
HGNC:24300	ENSG00000173264	MGI:2147529	ENSMUSG00000024958
HGNC:16985	ENSG00000157326	MGI:90169	ENSMUSG00000022210
HGNC:559	ENSG00000106367	MGI:1098244	ENSMUSG00000004849
HGNC:2464	ENSG00000038427	MGI:102889	ENSMUSG00000021614
HGNC:28991	ENSG00000145016	MGI:1915160	ENSMUSG00000035629
HGNC:23528	ENSG00000214655	MGI:1919156	ENSMUSG00000021819
HGNC:8600	ENSG00000073150	MGI:1890615	ENSMUSG00000058441
HGNC:26459	ENSG00000159398	MGI:1915185	ENSMUSG00000058019
HGNC:13308	ENSG00000167191	MGI:1927596	ENSMUSG00000008734
HGNC:14646	ENSG00000173456	MGI:2388131	ENSMUSG00000053128
HGNC:28996	ENSG00000137815	MGI:1309480	ENSMUSG00000027304
HGNC:31793	ENSG00000119979	MGI:1915144	ENSMUSG00000024993
HGNC:9380	ENSG00000072062	MGI:97592	ENSMUSG00000005469
HGNC:688	ENSG00000126785	MGI:1931551	ENSMUSG00000046768
HGNC:10870	ENSG00000140557	MGI:106020	ENSMUSG00000025789
HGNC:1068	ENSG00000130385	MGI:1316745	ENSMUSG00000023279
HGNC:12786	ENSG00000154764	MGI:98961	ENSMUSG00000030093
HGNC:1148	ENSG00000169679	MGI:1100510	ENSMUSG00000027379
HGNC:14840	ENSG00000181518	MGI:3030819	ENSMUSG00000049073
HGNC:33783	ENSG00000187821	MGI:3040955	ENSMUSG00000047171
HGNC:25023	ENSG00000144771	MGI:2442106	ENSMUSG00000045776
HGNC:15595	ENSG00000221955	MGI:2443672	ENSMUSG00000035506
HGNC:21575	ENSG00000135541	MGI:87971	ENSMUSG00000019986
HGNC:12310	ENSG00000103671	MGI:1928469	ENSMUSG00000032386
HGNC:18431	ENSG00000119673	MGI:2159605	ENSMUSG00000021226
HGNC:3051	ENSG00000157514	MGI:1196284	ENSMUSG00000031431
HGNC:2209	ENSG00000130635	MGI:88457	ENSMUSG00000026837
HGNC:6019	ENSG00000160712	MGI:105304	ENSMUSG00000027947
HGNC:17801	ENSG00000196867	MGI:99175	ENSMUSG00000062861
HGNC:10883	ENSG00000159263	MGI:98307	ENSMUSG00000062713
HGNC:13085	ENSG00000236104	MGI:1931870	ENSMUSG00000051390
HGNC:4453	ENSG00000179399	MGI:1194894	ENSMUSG00000022112
HGNC:14184	ENSG00000059145	MGI:1921404	ENSMUSG00000015127
HGNC:23250	ENSG00000184210	MGI:3045268	ENSMUSG00000067597
HGNC:19185	ENSG00000138759	MGI:2385368	ENSMUSG00000034687
HGNC:13707	ENSG00000104112	MGI:103032	ENSMUSG00000032181
HGNC:29643	ENSG00000115648	MGI:2176380	ENSMUSG00000026303
HGNC:13771	ENSG00000167941	MGI:1921749	ENSMUSG00000001494
HGNC:6259	ENSG00000115474	MGI:3781032	ENSMUSG00000079436
HGNC:2552	ENSG00000108094	MGI:1918995	ENSMUSG00000024231
HGNC:24167	ENSG00000173467	MGI:2685734	ENSMUSG00000036231
HGNC:25544	ENSG00000174579	MGI:1925103	ENSMUSG00000066415
HGNC:18212	ENSG00000116983	MGI:2157521	ENSMUSG00000046093
HGNC:26495	ENSG00000139055	MGI:1916437	ENSMUSG00000030219
HGNC:494	ENSG00000151150	MGI:88026	ENSMUSG00000069601
HGNC:27936	ENSG00000185038	MGI:3705228	ENSMUSG00000079429
HGNC:4617	ENSG00000082701	MGI:1861437	ENSMUSG00000022812
HGNC:1932	ENSG00000133048	MGI:1340899	ENSMUSG00000064246
HGNC:17872	ENSG00000146476	MGI:1920669	ENSMUSG00000061759
HGNC:927	ENSG00000121578	MGI:1928387	ENSMUSG00000022793
HGNC:7962	ENSG00000126368	MGI:2444210	ENSMUSG00000020889
HGNC:20147	ENSG00000065615	MGI:2386848	ENSMUSG00000032872
HGNC:6181	ENSG00000123104	MGI:99418	ENSMUSG00000030287
HGNC:2228	ENSG00000093010	MGI:88470	ENSMUSG00000000326
HGNC:16807	ENSG00000198742	MGI:1923038	ENSMUSG00000038780
HGNC:7851	ENSG00000103024	MGI:1930182	ENSMUSG00000073435
HGNC:8830	ENSG00000133027	MGI:104535	ENSMUSG00000000301
HGNC:9376	ENSG00000132356	MGI:2145955	ENSMUSG00000050697
HGNC:26575	ENSG00000164306	MGI:3603756	ENSMUSG00000038225
HGNC:16148	ENSG00000088766	MGI:1913836	ENSMUSG00000027357
HGNC:16966	ENSG00000015171	MGI:1913755	ENSMUSG00000021156
HGNC:30726	ENSG00000156042	MGI:1923920	ENSMUSG00000039543
HGNC:18186	ENSG00000184194	MGI:1918021	ENSMUSG00000056679
HGNC:327	ENSG00000018510	MGI:2443065	ENSMUSG00000042410
HGNC:14466	ENSG00000103034	MGI:2384590	ENSMUSG00000036564
HGNC:9669	ENSG00000132334	MGI:97813	ENSMUSG00000041836
HGNC:29607	ENSG00000270276	MGI:2448419	ENSMUSG00000060093
HGNC:24903	ENSG00000117523	MGI:1913754	ENSMUSG00000040225
HGNC:16973	ENSG00000106341	MGI:1333876	ENSMUSG00000002930
HGNC:173	ENSG00000121989	MGI:102806	ENSMUSG00000052155
HGNC:25822	ENSG00000119965	MGI:1915527	ENSMUSG00000040177
HGNC:11254	ENSG00000121067	MGI:1343085	ENSMUSG00000057522
HGNC:4419	ENSG00000147437	MGI:95789	ENSMUSG00000015812
HGNC:20742	ENSG00000146267	MGI:1923382	ENSMUSG00000028246
HGNC:29371	ENSG00000198885	MGI:1920588	ENSMUSG00000074825
HGNC:7422	ENSG00000198938	MGI:102502	ENSMUSG00000064358
HGNC:18309	ENSG00000132122	MGI:1915196	ENSMUSG00000034401
HGNC:6967	ENSG00000112559	MGI:107687	ENSMUSG00000032717
HGNC:21424	ENSG00000096872	MGI:1914944	ENSMUSG00000028576
HGNC:2919	ENSG00000006377	MGI:101927	ENSMUSG00000029754
HGNC:5218	ENSG00000203859	MGI:96233	ENSMUSG00000027871
HGNC:4512	ENSG00000205336	MGI:1340051	ENSMUSG00000031785
HGNC:18052	ENSG00000137075	MGI:1920719	ENSMUSG00000035696
HGNC:11422	ENSG00000169689	MGI:894324	ENSMUSG00000025144
HGNC:24213	ENSG00000160161	MGI:1915959	ENSMUSG00000044006
HGNC:26847	ENSG00000176563	MGI:1923965	ENSMUSG00000078653
HGNC:26256	ENSG00000173376	MGI:1915419	ENSMUSG00000049001
HGNC:13051	ENSG00000109917	MGI:1330262	ENSMUSG00000032078
HGNC:30574	ENSG00000175322	MGI:1930708	ENSMUSG00000042063
HGNC:37270	ENSG00000186952	MGI:2685786	ENSMUSG00000045036
HGNC:25913	ENSG00000153214	MGI:1919727	ENSMUSG00000014353
HGNC:30248	ENSG00000256235	MGI:1917088	ENSMUSG00000038059
HGNC:17565	ENSG00000141503	MGI:1355329	ENSMUSG00000020827
HGNC:15893	ENSG00000125895	MGI:1918629	ENSMUSG00000044364
HGNC:958	ENSG00000156127	MGI:1859147	ENSMUSG00000034266
HGNC:2060	ENSG00000153132	MGI:107472	ENSMUSG00000002190
HGNC:4327	ENSG00000101958	MGI:95748	ENSMUSG00000018589
HGNC:6274	ENSG00000184261	MGI:2684043	ENSMUSG00000050138
HGNC:12014	ENSG00000137364	MGI:98812	ENSMUSG00000021376
HGNC:3809	ENSG00000103241	MGI:1347470	ENSMUSG00000042812
HGNC:10895	ENSG00000119541	MGI:1100499	ENSMUSG00000009907
HGNC:4175	ENSG00000171766	MGI:1914342	ENSMUSG00000027199
HGNC:17014	ENSG00000128283	MGI:1929763	ENSMUSG00000049521
HGNC:11935	ENSG00000102245	MGI:88337	ENSMUSG00000031132
HGNC:1856	ENSG00000138778	MGI:1098230	ENSMUSG00000045328
HGNC:10064	ENSG00000110171	MGI:1860040	ENSMUSG00000036989
HGNC:9847	ENSG00000099901	MGI:96269	ENSMUSG00000005732
HGNC:5295	ENSG00000147246	MGI:96281	ENSMUSG00000041380
HGNC:4847	ENSG00000161610	MGI:1202306	ENSMUSG00000045471
HGNC:30860	ENSG00000155858	MGI:1919540	ENSMUSG00000044847
HGNC:28683	ENSG00000180964	MGI:1913934	ENSMUSG00000051579
HGNC:2260	ENSG00000006695	MGI:1917633	ENSMUSG00000042148
HGNC:11220	ENSG00000152583	MGI:108110	ENSMUSG00000029309
HGNC:9756	ENSG00000116260	MGI:1330818	ENSMUSG00000033684
HGNC:5392	ENSG00000137331	MGI:104814	ENSMUSG00000003541
HGNC:13829	ENSG00000135925	MGI:108071	ENSMUSG00000026167
HGNC:29160	ENSG00000118246	MGI:1922869	ENSMUSG00000025962
HGNC:30803	ENSG00000236287	MGI:1919220	ENSMUSG00000034173
HGNC:30372	ENSG00000157119	MGI:1919580	ENSMUSG00000074001
HGNC:8621	ENSG00000009709	MGI:97491	ENSMUSG00000028736
HGNC:26932	ENSG00000232112	MGI:1913417	ENSMUSG00000091537
HGNC:3223	ENSG00000143590	MGI:106644	ENSMUSG00000028039
HGNC:37236	ENSG00000205078	MGI:1922247	ENSMUSG00000033409
HGNC:23501	ENSG00000121871	MGI:2679447	ENSMUSG00000048304
HGNC:28448	ENSG00000180089	MGI:1915505	ENSMUSG00000045282
HGNC:18273	ENSG00000124496	MGI:2442086	ENSMUSG00000064043
HGNC:1713	ENSG00000140326	MGI:1916218	ENSMUSG00000027284
HGNC:16172	ENSG00000125888	MGI:2684961	ENSMUSG00000037307
HGNC:18345	ENSG00000112773	MGI:2670964	ENSMUSG00000032265
HGNC:11717	ENSG00000197905	MGI:106907	ENSMUSG00000030353
HGNC:25150	ENSG00000171813	MGI:2142008	ENSMUSG00000060260
HGNC:17990	ENSG00000118733	MGI:2387329	ENSMUSG00000027965
HGNC:6943	ENSG00000143384	MGI:101769	ENSMUSG00000038612
HGNC:4203	ENSG00000187210	MGI:95676	ENSMUSG00000038843
HGNC:18171	ENSG00000122223	MGI:109294	ENSMUSG00000004709
HGNC:28993	ENSG00000103335	MGI:3603204	ENSMUSG00000014444
HGNC:26244	ENSG00000182504	MGI:1921451	ENSMUSG00000022604
HGNC:21016	ENSG00000146166	MGI:2672844	ENSMUSG00000050217
HGNC:19844	ENSG00000139977	MGI:1922259	ENSMUSG00000036282
HGNC:3355	ENSG00000138792	MGI:106645	ENSMUSG00000028024
HGNC:29406	ENSG00000170234	MGI:1918052	ENSMUSG00000044950
HGNC:29409	ENSG00000163013	MGI:1261912	ENSMUSG00000047013
HGNC:8981	ENSG00000117461	MGI:109277	ENSMUSG00000028698
HGNC:25834	ENSG00000120159	MGI:1915020	ENSMUSG00000028578
HGNC:25403	ENSG00000156876	MGI:1920026	ENSMUSG00000027959
HGNC:14454	ENSG00000268089	MGI:1888498	ENSMUSG00000031344
HGNC:29654	ENSG00000184838	MGI:1918623	ENSMUSG00000073565
HGNC:28646	ENSG00000177453	MGI:2442399	ENSMUSG00000095930
HGNC:10241	ENSG00000164902	MGI:1891839	ENSMUSG00000008301
HGNC:19305	ENSG00000152683	MGI:2386741	ENSMUSG00000024069
HGNC:11048	ENSG00000103546	MGI:1270850	ENSMUSG00000055368
HGNC:2183	ENSG00000132549	MGI:1916380	ENSMUSG00000037646
HGNC:20059	ENSG00000077254	MGI:2159711	ENSMUSG00000025437
HGNC:5386	ENSG00000067829	MGI:1099463	ENSMUSG00000002010
HGNC:10471	ENSG00000159216	MGI:99852	ENSMUSG00000022952
HGNC:8154	ENSG00000082556	MGI:97439	ENSMUSG00000025905
HGNC:11741	ENSG00000108064	MGI:107810	ENSMUSG00000003923
HGNC:44141	ENSG00000250298	MGI:3647547	ENSMUSG00000091721
HGNC:9186	ENSG00000051341	MGI:2155399	ENSMUSG00000034206
HGNC:1481	ENSG00000126247	MGI:88266	ENSMUSG00000001794
HGNC:26522	ENSG00000180423	MGI:2443194	ENSMUSG00000027243
HGNC:29290	ENSG00000128011	MGI:2136810	ENSMUSG00000030600
HGNC:24867	ENSG00000139433	MGI:1929253	ENSMUSG00000011884
HGNC:27981	ENSG00000146856	MGI:1923473	ENSMUSG00000038836
HGNC:381	ENSG00000085662	MGI:1353494	ENSMUSG00000001642
HGNC:9299	ENSG00000113575	MGI:1321159	ENSMUSG00000020349
HGNC:1381	ENSG00000168748	MGI:103100	ENSMUSG00000031883
HGNC:30949	ENSG00000179059	MGI:99187	ENSMUSG00000051176
HGNC:4075	ENSG00000022355	MGI:95613	ENSMUSG00000010803
HGNC:24337	ENSG00000106392	MGI:2151071	ENSMUSG00000042460
HGNC:29862	ENSG00000169752	MGI:1933833	ENSMUSG00000032311
HGNC:18826	ENSG00000112874	MGI:1915243	ENSMUSG00000024228
HGNC:34242	ENSG00000215187	MGI:2445194	ENSMUSG00000042788
HGNC:9766	ENSG00000069974	MGI:1861441	ENSMUSG00000032202
HGNC:16503	ENSG00000184459	MGI:3026884	ENSMUSG00000050108
HGNC:28275	ENSG00000179178	MGI:1923409	ENSMUSG00000050854
HGNC:6154	ENSG00000147166	MGI:1353420	ENSMUSG00000031312
HGNC:25610	ENSG00000172456	MGI:1922828	ENSMUSG00000028573
HGNC:10003	ENSG00000182901	MGI:1346089	ENSMUSG00000026527
HGNC:16407	ENSG00000106077	MGI:1916008	ENSMUSG00000040532
HGNC:4441	ENSG00000169347	MGI:1914383	ENSMUSG00000030954
HGNC:11327	ENSG00000149136	MGI:107912	ENSMUSG00000027067
HGNC:28338	ENSG00000170456	MGI:2444273	ENSMUSG00000030313
HGNC:9205	ENSG00000105854	MGI:106687	ENSMUSG00000032667
HGNC:17995	ENSG00000119121	MGI:2675603	ENSMUSG00000024727
HGNC:7837	ENSG00000125816	MGI:97349	ENSMUSG00000054160
HGNC:2217	ENSG00000112280	MGI:88465	ENSMUSG00000026147
HGNC:10701	ENSG00000100934	MGI:1349635	ENSMUSG00000020986
HGNC:2738	ENSG00000109606	MGI:1099786	ENSMUSG00000029169
HGNC:8787	ENSG00000095464	MGI:105956	ENSMUSG00000024992
HGNC:28105	ENSG00000179796	MGI:2384996	ENSMUSG00000045201
HGNC:14558	ENSG00000172243	MGI:1861431	ENSMUSG00000079293
HGNC:30384	ENSG00000117691	MGI:1913458	ENSMUSG00000037499
HGNC:11172	ENSG00000028528	MGI:1928395	ENSMUSG00000032382
HGNC:30204	ENSG00000182919	MGI:1918234	ENSMUSG00000031938
HGNC:26175	ENSG00000089060	MGI:2180781	ENSMUSG00000032754
HGNC:27088	ENSG00000175267	MGI:3041229	ENSMUSG00000030889
HGNC:28948	ENSG00000166471	MGI:1289225	ENSMUSG00000047554
HGNC:6717	ENSG00000090006	MGI:1321395	ENSMUSG00000040488
HGNC:15474	ENSG00000161681	MGI:3613677	ENSMUSG00000038738
HGNC:2279	ENSG00000156885	MGI:104649	ENSMUSG00000030785
HGNC:29917	ENSG00000111554	MGI:96951	ENSMUSG00000020212
HGNC:465	ENSG00000135409	MGI:105062	ENSMUSG00000023047
HGNC:6324	ENSG00000170759	MGI:1098268	ENSMUSG00000006740
HGNC:9541	ENSG00000159377	MGI:1098257	ENSMUSG00000005779
HGNC:5003	ENSG00000100281	MGI:1918073	ENSMUSG00000034518
HGNC:587	ENSG00000100823	MGI:88042	ENSMUSG00000035960
HGNC:26595	ENSG00000168234	MGI:1919997	ENSMUSG00000024424
HGNC:14378	ENSG00000182117	MGI:1913431	ENSMUSG00000027133
HGNC:1027	ENSG00000161267	MGI:1919161	ENSMUSG00000046598
HGNC:23837	ENSG00000151572	MGI:2443344	ENSMUSG00000035189
HGNC:22946	ENSG00000158089	MGI:1918935	ENSMUSG00000024064
HGNC:23096	ENSG00000198246	MGI:1918529	ENSMUSG00000020100
HGNC:1151	ENSG00000154473	MGI:1343463	ENSMUSG00000066979
HGNC:11593	ENSG00000167800	MGI:1261436	ENSMUSG00000037477
HGNC:8853	ENSG00000131779	MGI:1338882	ENSMUSG00000028102
HGNC:30967	ENSG00000136932	MGI:1922003	ENSMUSG00000028331
HGNC:9990	ENSG00000148604	MGI:1929473	ENSMUSG00000021804
HGNC:3064	ENSG00000120129	MGI:105120	ENSMUSG00000024190
HGNC:2939	ENSG00000138346	MGI:2443732	ENSMUSG00000036875
HGNC:32979	ENSG00000213397	MGI:1920988	ENSMUSG00000031371
HGNC:1678	ENSG00000010610	MGI:88335	ENSMUSG00000023274
HGNC:25481	ENSG00000100416	MGI:1919276	ENSMUSG00000022386
HGNC:18253	ENSG00000175193	MGI:1277152	ENSMUSG00000033918
HGNC:40028	ENSG00000246922	MGI:2685360	ENSMUSG00000086228
HGNC:25965	ENSG00000137821	MGI:2442689	ENSMUSG00000047766
HGNC:26527	ENSG00000165102	MGI:1196297	ENSMUSG00000037260
HGNC:18673	ENSG00000108465	MGI:1933126	ENSMUSG00000018669
HGNC:11531	ENSG00000276234	MGI:2144471	ENSMUSG00000018651
HGNC:19075	ENSG00000145365	MGI:2182965	ENSMUSG00000046688
HGNC:6766	ENSG00000110514	MGI:2444672	ENSMUSG00000040687
HGNC:29318	ENSG00000078687	MGI:2443265	ENSMUSG00000025571
HGNC:15828	ENSG00000108551	MGI:1270848	ENSMUSG00000049892
HGNC:25979	ENSG00000100335	MGI:2146020	ENSMUSG00000022412
HGNC:16183	ENSG00000101098	MGI:2674366	ENSMUSG00000035226
HGNC:12313	ENSG00000171988	MGI:1918614	ENSMUSG00000037876
HGNC:22204	ENSG00000158467	MGI:1921590	ENSMUSG00000029772
HGNC:11495	ENSG00000157152	MGI:103020	ENSMUSG00000009394
HGNC:28279	ENSG00000185361	MGI:1913693	ENSMUSG00000044469
HGNC:20328	ENSG00000150401	MGI:2142792	ENSMUSG00000038506
HGNC:20968	ENSG00000170468	MGI:1919202	ENSMUSG00000046791
HGNC:16528	ENSG00000104901	MGI:1354963	ENSMUSG00000030792
HGNC:1253	ENSG00000183844	MGI:1270150	ENSMUSG00000022938
HGNC:6221	ENSG00000177272	MGI:96660	ENSMUSG00000047959
HGNC:25542	ENSG00000167721	MGI:2144566	ENSMUSG00000038335
HGNC:18901	ENSG00000189334	MGI:1913416	ENSMUSG00000042306
HGNC:17165	ENSG00000100109	MGI:1930075	ENSMUSG00000029345
HGNC:11578	ENSG00000065882	MGI:1889508	ENSMUSG00000029174
HGNC:19246	ENSG00000166848	MGI:1929871	ENSMUSG00000033430
HGNC:6775	ENSG00000157077	MGI:2652838	ENSMUSG00000034557
HGNC:32459	ENSG00000166707	MGI:1914245	ENSMUSG00000031428
HGNC:21265	ENSG00000139178	MGI:2660692	ENSMUSG00000038527
HGNC:10703	ENSG00000113615	MGI:1924621	ENSMUSG00000036391
HGNC:16218	ENSG00000125903	MGI:3644405	ENSMUSG00000074681
HGNC:9592	ENSG00000107317	MGI:99261	ENSMUSG00000015090
HGNC:21446	ENSG00000140511	MGI:1914916	ENSMUSG00000030606
HGNC:19164	ENSG00000133121	MGI:2385331	ENSMUSG00000016128
HGNC:30264	ENSG00000090857	MGI:2442188	ENSMUSG00000033624
HGNC:4711	ENSG00000113088	MGI:1298232	ENSMUSG00000042385
HGNC:26582	ENSG00000144406	MGI:2652882	ENSMUSG00000055567
HGNC:6949	ENSG00000076003	MGI:1298227	ENSMUSG00000026355
HGNC:4166	ENSG00000141013	MGI:1202386	ENSMUSG00000040220
HGNC:24458	ENSG00000181418	MGI:108101	ENSMUSG00000059213
HGNC:967	ENSG00000125124	MGI:2135267	ENSMUSG00000031755
HGNC:4575	ENSG00000182771	MGI:95812	ENSMUSG00000041078
HGNC:20669	ENSG00000183856	MGI:3028642	ENSMUSG00000028068
HGNC:33434	ENSG00000099999	MGI:1918923	ENSMUSG00000003581
HGNC:930	ENSG00000027847	MGI:2384987	ENSMUSG00000021504
HGNC:4518	ENSG00000171596	MGI:1341898	ENSMUSG00000026237
HGNC:20458	ENSG00000127377	MGI:2449167	ENSMUSG00000038135
HGNC:26594	ENSG00000175920	MGI:3584043	ENSMUSG00000044716
HGNC:19336	ENSG00000146414	MGI:1917581	ENSMUSG00000090112
HGNC:1556	ENSG00000183741	MGI:3512628	ENSMUSG00000089715
HGNC:9769	ENSG00000237441	MGI:107483	ENSMUSG00000041354
HGNC:25677	ENSG00000155592	MGI:2444060	ENSMUSG00000030757
HGNC:16014	ENSG00000127995	MGI:2384865	ENSMUSG00000015189
HGNC:26558	ENSG00000198331	MGI:1924082	ENSMUSG00000050555
HGNC:21232	ENSG00000135324	MGI:3609239	ENSMUSG00000042761
HGNC:11583	ENSG00000123561	MGI:3041197	ENSMUSG00000031271
HGNC:11088	ENSG00000065613	MGI:103241	ENSMUSG00000025060
HGNC:28035	ENSG00000159596	MGI:3045357	ENSMUSG00000055900
HGNC:1955	ENSG00000138435	MGI:87885	ENSMUSG00000027107
HGNC:9817	ENSG00000051180	MGI:97890	ENSMUSG00000027323
HGNC:2843	ENSG00000185000	MGI:1333825	ENSMUSG00000022555
HGNC:11533	ENSG00000115750	MGI:109577	ENSMUSG00000059669
HGNC:18798	ENSG00000070214	MGI:2140592	ENSMUSG00000028412
HGNC:21497	ENSG00000177646	MGI:1914272	ENSMUSG00000027710
HGNC:11761	ENSG00000105825	MGI:108543	ENSMUSG00000029664
HGNC:42973	ENSG00000253457	MGI:1919882	ENSMUSG00000094500
HGNC:9215	ENSG00000184486	MGI:101895	ENSMUSG00000095139
HGNC:27820	ENSG00000155970	MGI:1925756	ENSMUSG00000039478
HGNC:6515	ENSG00000150457	MGI:1354386	ENSMUSG00000021959
HGNC:18274	ENSG00000152207	MGI:1917336	ENSMUSG00000033470
HGNC:21923	ENSG00000127954	MGI:1923560	ENSMUSG00000012428
HGNC:11781	ENSG00000104055	MGI:1921426	ENSMUSG00000053675
HGNC:24978	ENSG00000168004	MGI:1913977	ENSMUSG00000024973
HGNC:14807	ENSG00000196248	MGI:3030816	ENSMUSG00000049010
HGNC:24663	ENSG00000152061	MGI:1352507	ENSMUSG00000026721
HGNC:28413	ENSG00000119446	MGI:1915139	ENSMUSG00000026889
HGNC:26800	ENSG00000142686	MGI:3609248	ENSMUSG00000073755
HGNC:4503	ENSG00000135973	MGI:2135882	ENSMUSG00000041907
HGNC:29557	ENSG00000162614	MGI:1916060	ENSMUSG00000039103
HGNC:2020	ENSG00000114859	MGI:105061	ENSMUSG00000022843
HGNC:12020	ENSG00000169902	MGI:1298231	ENSMUSG00000034118
HGNC:26690	ENSG00000168944	MGI:2147298	ENSMUSG00000048799
HGNC:757	ENSG00000198363	MGI:1914186	ENSMUSG00000028207
HGNC:24961	ENSG00000171476	MGI:1916782	ENSMUSG00000059325
HGNC:21708	ENSG00000136280	MGI:2384924	ENSMUSG00000000378
HGNC:13907	ENSG00000179774	MGI:1355553	ENSMUSG00000036816
HGNC:7579	ENSG00000100345	MGI:107717	ENSMUSG00000022443
HGNC:42972	ENSG00000205858	MGI:1920830	ENSMUSG00000020545
HGNC:37238	ENSG00000205710	MGI:2148639	ENSMUSG00000087279
HGNC:30491	ENSG00000203685	MGI:2138735	ENSMUSG00000053963
HGNC:9102	ENSG00000221866	MGI:2179061	ENSMUSG00000029765
HGNC:28456	ENSG00000173621	MGI:2385612	ENSMUSG00000045045
HGNC:29796	ENSG00000116586	MGI:1932697	ENSMUSG00000028062
HGNC:23530	ENSG00000107719	MGI:1351623	ENSMUSG00000020092
HGNC:12716	ENSG00000196689	MGI:1341787	ENSMUSG00000005952
HGNC:7219	ENSG00000130830	MGI:105941	ENSMUSG00000031402
HGNC:13177	ENSG00000030419	MGI:1342541	ENSMUSG00000025997
HGNC:12005	ENSG00000076554	MGI:107749	ENSMUSG00000027506
HGNC:2646	ENSG00000186529	MGI:2158641	ENSMUSG00000024055
HGNC:13618	ENSG00000214050	MGI:1354706	ENSMUSG00000034532
HGNC:30615	ENSG00000128487	MGI:2442356	ENSMUSG00000042331
HGNC:17155	ENSG00000011454	MGI:2385139	ENSMUSG00000035437
HGNC:10928	ENSG00000118596	MGI:1330284	ENSMUSG00000020102
HGNC:25885	ENSG00000197497	MGI:108187	ENSMUSG00000067942
HGNC:20137	ENSG00000258986	MGI:2144891	ENSMUSG00000054013
HGNC:11013	ENSG00000158014	MGI:106637	ENSMUSG00000028836
HGNC:18533	ENSG00000090686	MGI:2158502	ENSMUSG00000043411
HGNC:2297	ENSG00000158516	MGI:3617840	ENSMUSG00000071553
HGNC:28038	ENSG00000099785	MGI:1925915	ENSMUSG00000079557
HGNC:18320	ENSG00000165244	MGI:2442266	ENSMUSG00000044934
HGNC:15921	ENSG00000125970	MGI:97850	ENSMUSG00000027593
HGNC:2211	ENSG00000142156	MGI:88459	ENSMUSG00000001119
HGNC:3231	ENSG00000143126	MGI:1858235	ENSMUSG00000068740
HGNC:2019	ENSG00000188037	MGI:88417	ENSMUSG00000029862
HGNC:954	ENSG00000143032	MGI:1859314	ENSMUSG00000034384
HGNC:27364	ENSG00000188175	MGI:2141520	ENSMUSG00000044156
HGNC:4399	ENSG00000204628	MGI:101849	ENSMUSG00000020372
HGNC:11135	ENSG00000104976	MGI:1914861	ENSMUSG00000011837
HGNC:31104	ENSG00000196535	MGI:2667185	ENSMUSG00000000631
HGNC:16788	ENSG00000157060	MGI:1919086	ENSMUSG00000042708
HGNC:28314	ENSG00000170791	MGI:1913683	ENSMUSG00000042198
HGNC:18865	ENSG00000107147	MGI:1924627	ENSMUSG00000058740
HGNC:19000	ENSG00000168077	MGI:2444418	ENSMUSG00000034463
HGNC:13128	ENSG00000147180	MGI:3045342	ENSMUSG00000025529
HGNC:20422	ENSG00000186184	MGI:108403	ENSMUSG00000029642
HGNC:16226	ENSG00000124143	MGI:3649852	ENSMUSG00000074625
HGNC:18058	ENSG00000164211	MGI:2156764	ENSMUSG00000024378
HGNC:11630	ENSG00000275410	MGI:98505	ENSMUSG00000020679
HGNC:17393	ENSG00000136536	MGI:1931053	ENSMUSG00000026977
HGNC:24911	ENSG00000155324	MGI:1914815	ENSMUSG00000001700
HGNC:1058	ENSG00000197299	MGI:1328362	ENSMUSG00000030528
HGNC:33595	ENSG00000187135	MGI:1914525	ENSMUSG00000039257
HGNC:28610	ENSG00000183273	MGI:2141043	ENSMUSG00000043913
HGNC:24573	ENSG00000109674	MGI:2384588	ENSMUSG00000039396
HGNC:24295	ENSG00000158220	MGI:1098699	ENSMUSG00000037681
HGNC:21698	ENSG00000011275	MGI:1344349	ENSMUSG00000045078
HGNC:5270	ENSG00000132002	MGI:1931874	ENSMUSG00000005483
HGNC:25289	ENSG00000159625	MGI:2685616	ENSMUSG00000031786
HGNC:26082	ENSG00000075234	MGI:2146198	ENSMUSG00000035944
HGNC:9683	ENSG00000060656	MGI:1321151	ENSMUSG00000028909
HGNC:25132	ENSG00000145850	MGI:2445125	ENSMUSG00000055546
HGNC:5309	ENSG00000136273	MGI:1277962	ENSMUSG00000020413
HGNC:24432	ENSG00000205323	MGI:1913368	ENSMUSG00000078427
HGNC:17113	ENSG00000166135	MGI:2442345	ENSMUSG00000036450
HGNC:16704	ENSG00000104888	MGI:1920211	ENSMUSG00000070570
HGNC:842	ENSG00000135390	MGI:1915192	ENSMUSG00000062683
HGNC:13546	ENSG00000148229	MGI:1933378	ENSMUSG00000028394
HGNC:10970	ENSG00000197901	MGI:892001	ENSMUSG00000024650
HGNC:18866	ENSG00000162687	MGI:3036273	ENSMUSG00000052726
HGNC:18790	ENSG00000168824	MGI:109149	ENSMUSG00000029126
HGNC:4579	ENSG00000171189	MGI:95814	ENSMUSG00000022935
HGNC:27229	ENSG00000186106	MGI:1916089	ENSMUSG00000048307
HGNC:21416	ENSG00000130768	MGI:1916022	ENSMUSG00000028885
