chr10_1004;chr19_957
chr11_1139;chr19_1519
chr11_1140;chr19_79
chr11_1143;chr19_1433
chr11_1144;chr19_1433
chr11_1146;chr19_76
chr11_1147;chr19_1205
chr11_1150;chr19_61
chr11_1150;chr19_75
chr11_1151;chr19_60
chr11_1152;chr19_60
chr11_1153;chr19_59
chr11_1154;chr19_73
chr11_1155;chr19_1523
chr11_1157;chr19_23
chr1_1115;chr4_2727
chr11_1160;chr19_1488
chr11_1162;chr19_1431
chr11_1162;chr19_1514
chr11_1163;chr19_1430
chr11_1163;chr19_22
chr11_1164;chr19_22
chr11_1166;chr19_2763
chr11_1167;chr19_21
chr11_1167;chr19_28
chr11_1170;chr19_18
chr11_1171;chr19_17
chr11_1171;chr19_18
chr11_1172;chr19_27
chr11_1179;chr19_2436
chr11_1181;chr19_11
chr1_1118;chr4_2036
chr11_11;chr7_479
chr11_1208;chr7_1594
chr1_1121;chr4_4759
chr11_1222;chr7_3985
chr11_1229;chr7_1937
chr11_122;chr2_5788
chr11_1232;chr7_1936
chr11_1233;chr7_1589
chr11_1235;chr7_1588
chr11_1239;chr7_3184
chr11_123;chr19_435
chr1_1123;chr4_3119
chr11_1242;chr7_3980
chr11_1245;chr7_3219
chr11_1249;chr7_4951
chr11_1252;chr7_2484
chr11_1254;chr7_2971
chr11_1259;chr7_2163
chr11_1259;chr7_2164
chr11_125;chr19_423
chr1_1125;chr4_1102
chr1_1125;chr4_1110
chr11_1260;chr7_4596
chr11_1269;chr2_213
chr11_1269;chr7_3803
chr1_1126;chr4_5271
chr11_1275;chr7_997
chr11_1278;chr7_994
chr11_1281;chr7_992
chr11_1282;chr7_989
chr11_1286;chr7_4168
chr1_1128;chr4_3707
chr11_1290;chr7_967
chr11_1291;chr7_958
chr11_129;chr19_380
chr11_1306;chr7_4153
chr11_1306;chr7_4154
chr11_130;chr19_380
chr11_1310;chr7_927
chr11_1319;chr7_927
chr1_1131;chr4_3100
chr11_1328;chr7_3781
chr11_132;chr19_379
chr1_1132;chr4_1068
chr11_1330;chr7_916
chr11_1338;chr7_1949
chr11_1339;chr7_866
chr11_133;chr19_1785
chr1_1133;chr4_3101
chr11_1340;chr7_846
chr11_134;chr19_380
chr11_134;chr19_390
chr11_1353;chr9_1689
chr11_1354;chr9_80
chr11_1356;chr9_57
chr11_1357;chr9_56
chr11_135;chr19_1610
chr11_1367;chr9_2626
chr11_1370;chr9_614
chr11_1372;chr9_3284
chr11_1373;chr9_2833
chr11_1378;chr9_4073
chr11_137;chr19_1337
chr11_1385;chr9_3446
chr11_1387;chr9_3186
chr11_1388;chr9_4925
chr11_1388;chr9_571
chr11_1389;chr9_568
chr11_1391;chr9_582
chr11_1392;chr9_567
chr11_1396;chr9_524
chr11_1398;chr9_516
chr11_139;chr19_13
chr1_113;chr4_2182
chr11_1400;chr9_489
chr11_1403;chr9_475
chr11_1404;chr9_473
chr11_1404;chr9_474
chr11_1406;chr9_438
chr11_1410;chr9_2794
chr11_1412;chr9_431
chr11_1414;chr9_426
chr11_1415;chr9_2204
chr11_1417;chr9_2195
chr11_1418;chr9_417
chr11_1419;chr9_397
chr11_1421;chr9_3630
chr11_1426;chr9_1778
chr11_1428;chr9_379
chr11_142;chr19_2435
chr11_142;chr19_2436
chr11_1430;chr9_369
chr11_1432;chr9_366
chr11_1436;chr9_3264
chr11_1437;chr9_1734
chr11_1438;chr9_2393
chr11_1439;chr9_324
chr11_1440;chr9_3607
chr11_1441;chr9_2730
chr11_1442;chr9_1731
chr11_1446;chr9_3179
chr11_1447;chr9_2727
chr11_1448;chr9_313
chr11_1450;chr9_320
chr11_1450;chr9_4590
chr11_1452;chr9_283
chr11_1456;chr9_3598
chr11_1459;chr9_3604
chr11_145;chr19_14
chr1_1145;chr4_5258
chr11_1460;chr9_3600
chr11_1462;chr9_270
chr11_1463;chr9_270
chr11_1468;chr9_1725
chr1_1146;chr4_5256
chr11_1470;chr9_253
chr11_1471;chr9_5303
chr11_1475;chr9_2173
chr11_1476;chr9_255
chr11_1476;chr9_256
chr11_1477;chr9_254
chr11_1478;chr9_253
chr11_1478;chr9_254
chr11_1479;chr9_4022
chr11_1479;chr9_4023
chr11_147;chr7_1018
chr11_1483;chr9_1709
chr11_1486;chr9_2683
chr11_1487;chr7_3153
chr11_148;chr7_3818
chr11_1490;chr7_3162
chr11_1492;chr7_3161
chr11_1493;chr7_3156
chr11_1494;chr7_4661
chr11_1495;chr7_3970
chr11_1496;chr7_4498
chr1_1149;chr4_992
chr11_149;chr7_2170
chr11_149;chr7_3555
chr11_1500;chr7_1564
chr11_1505;chr7_3178
chr11_1507;chr7_2386
chr11_1507;chr7_4730
chr11_1511;chr7_1064
chr11_1512;chr7_2990
chr11_1513;chr7_3838
chr11_1516;chr7_4183
chr11_1517;chr7_1157
chr11_1518;chr7_3018
chr11_1519;chr7_1158
chr11_151;chr7_3555
chr11_1520;chr7_1160
chr11_1522;chr7_5442
chr11_1524;chr7_488
chr11_1529;chr2_1554
chr11_152;chr7_985
chr11_1530;chr2_6969
chr11_1532;chr2_5843
chr11_1535;chr2_7103
chr11_1535;chr2_8097
chr11_1536;chr2_1353
chr11_1537;chr2_3061
chr11_1538;chr2_6339
chr11_1539;chr2_5807
chr11_153;chr7_2968
chr11_1541;chr2_4537
chr11_1542;chr2_1258
chr11_1543;chr2_1240
chr11_1545;chr2_3051
chr11_1546;chr19_429
chr11_1546;chr19_430
chr11_154;chr7_2960
chr11_1550;chr19_2849
chr11_1556;chr19_359
chr11_1557;chr19_304
chr11_1559;chr19_1212
chr1_1155;chr4_942
chr11_155;chr7_972
chr11_155;chr7_973
chr11_1560;chr19_1773
chr11_1561;chr19_214
chr11_1562;chr19_1967
chr11_1564;chr19_1771
chr11_1565;chr19_1771
chr11_1566;chr19_62
chr11_1567;chr19_1895
chr1_1156;chr4_900
chr11_1573;chr7_1596
chr11_1575;chr19_1866
chr11_1580;chr7_3412
chr11_1582;chr7_1007
chr11_1582;chr7_1008
chr11_1591;chr7_2939
chr11_1597;chr9_24
chr11_1598;chr9_583
chr11_1599;chr9_583
chr11_159;chr7_882
chr11_15;chr2_1292
chr11_1600;chr9_2829
chr11_1604;chr9_3638
chr11_1605;chr9_2205
chr11_1607;chr9_5656
chr11_1608;chr9_3624
chr11_160;chr7_885
chr11_1611;chr9_1742
chr11_1612;chr9_3182
chr11_1613;chr9_2731
chr11_1616;chr9_4376
chr11_1618;chr9_3570
chr11_1619;chr9_1713
chr1_1161;chr6_5199
chr11_1620;chr9_2682
chr11_1622;chr9_3250
chr11_1623;chr7_4641
chr11_1625;chr7_3151
chr1_1162;chr6_822
chr11_162;chr9_3226
chr11_1630;chr7_3176
chr11_1641;chr7_3205
chr11_1642;chr7_4958
chr11_1647;chr7_1050
chr11_1647;chr7_1051
chr11_164;chr9_33
chr11_1651;chr7_3206
chr11_1653;chr7_1062
chr11_1654;chr7_3837
chr11_1664;chr7_1691
chr11_1666;chr7_2806
chr1_1166;chr3_1632
chr1_1166;chr3_1634
chr11_166;chr9_2627
chr11_1671;chr7_1694
chr11_1675;chr7_2461
chr11_1678;chr7_3356
chr1_1167;chr3_1936
chr11_1686;chr7_1708
chr11_1687;chr7_1709
chr11_168;chr9_16
chr11_1697;chr2_4605
chr11_16;chr2_1278
chr11_1707;chr2_3655
chr11_1709;chr2_1332
chr11_170;chr9_3
chr11_1716;chr2_6336
chr11_1719;chr2_1304
chr11_1720;chr2_1304
chr11_1723;chr2_4542
chr11_172;chr9_608
chr11_172;chr9_609
chr11_1738;chr19_1623
chr11_1739;chr19_2472
chr11_173;chr9_3445
chr11_1741;chr19_388
chr11_1743;chr19_360
chr11_1746;chr19_1604
chr11_1747;chr19_2180
chr11_1748;chr19_2178
chr11_1748;chr19_360
chr11_174;chr9_604
chr11_174;chr9_605
chr11_1761;chr19_270
chr11_1762;chr19_295
chr11_1765;chr19_264
chr11_1767;chr19_1216
chr11_176;chr9_580
chr11_1770;chr19_2839
chr11_1772;chr19_1583
chr11_1772;chr19_1588
chr11_1773;chr19_289
chr11_1775;chr19_238
chr11_1776;chr19_1776
chr11_1777;chr19_1579
chr11_1778;chr19_1552
chr11_1779;chr19_1775
chr11_1780;chr19_1568
chr11_1783;chr19_1558
chr11_1787;chr19_205
chr11_1787;chr19_216
chr11_1788;chr19_186
chr11_1791;chr19_179
chr11_1791;chr19_189
chr11_1792;chr19_147
chr11_1794;chr19_154
chr11_1796;chr19_2832
chr11_179;chr9_2549
chr11_1800;chr19_1764
chr11_1803;chr19_89
chr1_1180;chr3_1221
chr11_1815;chr7_1593
chr11_1819;chr7_3180
chr1_1181;chr3_4028
chr11_181;chr9_1825
chr11_1822;chr9_317
chr11_1824;chr7_3411
chr11_1826;chr7_1006
chr11_1826;chr7_3814
chr11_1827;chr7_3204
chr11_183;chr9_501
chr11_1852;chr7_2940
chr1_1186;chr3_2309
chr11_186;chr9_476
chr1_1187;chr3_2632
chr11_187;chr9_454
chr11_1886;chr9_25
chr11_1886;chr9_26
chr1_1188;chr3_1118
chr1_1189;chr3_2636
chr11_189;chr9_454
chr11_18;chr19_162
chr11_1901;chr9_3187
chr11_1908;chr6_2049
chr11_1908;chr9_3647
chr11_1910;chr9_1818
chr11_1913;chr9_471
chr11_1916;chr9_4596
chr11_1919;chr9_2784
chr11_1920;chr9_3277
chr11_1923;chr9_427
chr11_1928;chr9_3632
chr11_1930;chr9_4594
chr11_1946;chr9_2187
chr11_1946;chr9_2188
chr11_1949;chr9_361
chr1_1194;chr3_1108
chr11_1952;chr9_3268
chr11_1954;chr6_1578
chr11_1954;chr9_5510
chr11_1956;chr9_4892
chr11_1957;chr9_2739
chr11_1964;chr9_2728
chr11_1964;chr9_313
chr11_1969;chr9_2711
chr1_1196;chr3_1050
chr11_1970;chr9_3573
chr11_1975;chr9_4371
chr1_1197;chr3_1050
chr11_197;chr9_2790
chr11_1989;chr7_4665
chr1_1199;chr3_1052
chr11_19;chr19_1352
chr11_2000;chr7_4307
chr1_1200;chr3_1048
chr1_1200;chr3_1051
chr11_2012;chr7_1139
chr11_2012;chr7_3006
chr11_2019;chr7_2492
chr11_201;chr9_1787
chr11_202;chr9_432
chr11_2031;chr7_2059
chr11_2032;chr2_6384
chr11_2034;chr2_1537
chr11_2035;chr2_7872
chr11_203;chr9_2771
chr11_2045;chr2_4599
chr11_204;chr9_1775
chr11_2053;chr2_1414
chr11_2059;chr2_1370
chr1_1205;chr3_1000
chr11_2061;chr2_3651
chr11_2068;chr2_4538
chr11_2069;chr2_5803
chr11_2070;chr2_4533
chr11_2071;chr2_4536
chr11_2072;chr2_4535
chr11_2076;chr2_1291
chr11_207;chr9_377
chr11_2085;chr19_2473
chr11_2085;chr19_2474
chr11_2086;chr19_2593
chr11_2087;chr19_366
chr11_2088;chr19_2467
chr11_2089;chr19_2889
chr11_208;chr9_2192
chr11_2093;chr19_1981
chr11_209;chr9_2768
chr11_20;chr19_116
chr11_2100;chr19_254
chr11_2101;chr19_1590
chr11_2102;chr19_2887
chr11_2103;chr19_2839
chr11_2104;chr19_2162
chr11_2105;chr19_1779
chr11_2106;chr19_302
chr11_2106;chr19_303
chr11_2107;chr19_1580
chr11_2108;chr19_1569
chr11_2109;chr19_1355
chr11_2109;chr19_236
chr11_210;chr9_1763
chr11_2110;chr19_192
chr11_2111;chr19_1969
chr11_2114;chr19_1545
chr11_2118;chr19_2440
chr11_211;chr9_2190
chr11_2121;chr19_96
chr11_2127;chr19_1958
chr11_2128;chr19_1347
chr11_212;chr9_5513
chr11_2132;chr16_1830
chr11_2134;chr19_1757
chr11_2134;chr19_2828
chr11_2139;chr7_1937
chr11_213;chr9_2747
chr11_213;chr9_2748
chr11_2143;chr7_3407
chr11_214;chr9_3615
chr11_2151;chr7_2163
chr11_2157;chr7_4936
chr1_1215;chr13_3343
chr11_215;chr9_4390
chr11_2172;chr7_859
chr11_2177;chr9_2379
chr1_1217;chr3_921
chr1_1217;chr3_923
chr11_2188;chr9_2116
chr11_2192;chr9_555
chr11_2199;chr9_424
chr1_121;chr4_4347
chr11_21;chr7_3189
chr11_2202;chr9_382
chr11_2203;chr9_3621
chr1_1220;chr3_935
chr11_2210;chr9_2709
chr11_2219;chr7_1575
chr1_1221;chr5_1175
chr11_2232;chr7_3222
chr11_2237;chr7_4959
chr11_2242;chr7_2999
chr11_2247;chr7_3430
chr11_2249;chr7_486
chr11_2255;chr7_4839
chr11_2261;chr2_6968
chr11_2261;chr2_6969
chr11_2262;chr2_1482
chr11_226;chr9_2724
chr11_2270;chr2_1328
chr11_227;chr9_4381
chr11_2286;chr19_1628
chr11_2287;chr19_2473
chr11_2289;chr19_374
chr11_2292;chr19_1357
chr11_2292;chr19_1569
chr11_2293;chr19_1774
chr11_2309;chr7_3802
chr11_2314;chr7_5410
chr11_2317;chr7_2938
chr1_1231;chr3_3189
chr11_231;chr9_258
chr11_2321;chr7_879
chr11_232;chr9_3593
chr11_2330;chr9_4809
chr11_2336;chr9_2836
chr1_1233;chr3_3186
chr11_233;chr9_3594
chr11_2340;chr9_449
chr11_2342;chr9_443
chr1_1234;chr3_1819
chr11_2351;chr9_2777
chr11_2352;chr9_3274
chr11_2354;chr1_1855
chr11_2354;chr9_2774
chr11_2358;chr9_3267
chr11_2359;chr9_340
chr11_2359;chr9_342
chr1_1235;chr3_2560
chr11_2360;chr4_552
chr1_1236;chr3_883
chr11_2370;chr9_2712
chr11_2381;chr7_2978
chr11_2382;chr7_3835
chr1_1238;chr3_2546
chr1_1238;chr3_848
chr11_2390;chr2_1242
chr11_2391;chr2_6948
chr11_2393;chr19_1379
chr11_2395;chr19_1489
chr1_1239;chr3_3183
chr1_123;chr17_795
chr11_2403;chr19_1583
chr11_2404;chr19_2161
chr11_2406;chr19_186
chr11_240;chr9_1708
chr11_2411;chr7_3183
chr11_2413;chr7_3183
chr11_2415;chr7_3813
chr11_2419;chr7_3787
chr11_2425;chr9_2116
chr11_2426;chr9_6
chr11_2427;chr9_599
chr11_2429;chr9_3442
chr11_242;chr7_1516
chr11_2431;chr9_2825
chr11_2433;chr9_2218
chr11_243;chr7_2256
chr11_2440;chr9_2776
chr11_2446;chr9_2737
chr1_1244;chr3_2556
chr11_2458;chr7_1572
chr1_1245;chr3_841
chr11_245;chr7_2259
chr11_2463;chr7_5146
chr11_2464;chr7_1138
chr11_2466;chr7_2492
chr11_246;chr7_2257
chr11_2470;chr7_500
chr11_2475;chr2_6351
chr11_2477;chr2_6337
chr11_247;chr7_3475
chr11_2484;chr4_1039
chr11_2486;chr19_2472
chr11_2489;chr19_2842
chr1_1248;chr3_810
chr11_248;chr7_3476
chr11_2499;chr7_4434
chr11_249;chr7_1542
chr11_249;chr7_1548
chr11_24;chr7_995
chr11_2504;chr7_3782
chr1_1250;chr3_2540
chr1_1250;chr3_4389
chr11_250;chr7_1538
chr11_2511;chr9_3531
chr11_2514;chr9_8
chr11_2520;chr9_2408
chr11_2525;chr9_5319
chr11_2528;chr9_2537
chr1_1252;chr3_795
chr11_252;chr7_3147
chr11_2531;chr9_4886
chr11_2534;chr9_4869
chr11_2536;chr7_1514
chr11_2537;chr7_1514
chr1_1253;chr3_800
chr11_253;chr7_3134
chr11_2540;chr7_3471
chr1_1254;chr3_766
chr1_1254;chr3_776
chr11_2556;chr7_5045
chr11_2559;chr7_3975
chr1_1255;chr3_761
chr11_2563;chr7_1029
chr11_2563;chr7_1032
chr11_2565;chr7_2178
chr1_1256;chr3_1801
chr11_256;chr7_1555
chr11_2575;chr7_4966
chr1_1258;chr3_779
chr11_258;chr7_4502
chr11_2595;chr7_3004
chr11_2596;chr7_1124
chr11_2598;chr7_3855
chr11_2598;chr7_4192
chr1_1259;chr3_781
chr11_25;chr7_998
chr11_2601;chr7_3856
chr11_2609;chr7_1141
chr11_260;chr7_5192
chr11_2613;chr7_5485
chr11_2614;chr7_3019
chr11_2616;chr7_1145
chr1_1261;chr3_773
chr11_2625;chr7_1172
chr11_2627;chr7_3867
chr11_2629;chr7_1189
chr1_1262;chr3_771
chr11_262;chr7_1039
chr11_2637;chr7_1180
chr11_2641;chr7_1184
chr11_2641;chr7_5149
chr11_2645;chr7_3873
chr11_2646;chr7_1205
chr11_265;chr7_1047
chr11_2669;chr7_1699
chr11_266;chr7_1053
chr11_2671;chr7_490
chr11_2672;chr7_3521
chr11_2673;chr7_4062
chr11_2675;chr7_4349
chr11_2676;chr7_3690
chr11_2677;chr7_2821
chr11_2678;chr7_2822
chr11_2679;chr7_2823
chr1_1267;chr3_2271
chr1_1267;chr3_2825
chr11_267;chr7_4960
chr11_2680;chr7_493
chr11_2681;chr7_4061
chr11_2687;chr2_1521
chr11_2688;chr2_1530
chr1_1268;chr3_2825
chr11_2690;chr2_1526
chr11_2692;chr2_1548
chr11_2698;chr2_6385
chr1_1269;chr3_738
chr11_269;chr7_5145
chr11_26;chr7_1816
chr11_2706;chr2_1488
chr11_2716;chr2_3678
chr11_2717;chr2_1468
chr11_2718;chr2_1468
chr1_1271;chr3_1791
chr11_2720;chr2_5833
chr11_2720;chr2_6960
chr11_2721;chr2_1465
chr11_2721;chr2_6959
chr11_2722;chr2_3677
chr11_2723;chr2_1454
chr11_2724;chr2_1452
chr11_2726;chr2_7486
chr11_2728;chr2_5831
chr11_2732;chr2_7478
chr11_2732;chr2_7479
chr11_2733;chr2_1428
chr11_2735;chr2_1422
chr11_2736;chr2_1422
chr11_2737;chr2_7857
chr11_2739;chr2_7106
chr1_1273;chr3_722
chr11_2742;chr2_3670
chr11_2743;chr2_6706
chr1_1274;chr3_2512
chr11_2750;chr2_1410
chr11_2751;chr2_1411
chr11_2754;chr2_3093
chr11_2764;chr2_1396
chr11_2766;chr2_4579
chr1_1276;chr3_2371
chr11_276;chr7_4605
chr11_2770;chr2_1359
chr11_2771;chr2_3659
chr11_2773;chr2_7466
chr11_2775;chr2_1343
chr11_2779;chr2_5806
chr11_277;chr7_4606
chr11_2780;chr2_5145
chr11_2781;chr2_6335
chr11_2785;chr2_1289
chr1_1278;chr3_719
chr11_278;chr7_4606
chr11_2790;chr2_1260
chr11_2793;chr2_5792
chr11_2794;chr2_8093
chr11_2798;chr2_1234
chr11_279;chr7_1112
chr11_27;chr9_612
chr11_2800;chr2_7438
chr11_2800;chr2_8302
chr11_2807;chr19_1991
chr1_1280;chr1_4008
chr11_2811;chr19_1620
chr11_2814;chr19_1365
chr11_2815;chr19_396
chr11_2816;chr19_397
chr1_1281;chr1_4114
chr1_1281;chr1_4115
chr11_281;chr7_3843
chr11_2822;chr19_306
chr11_2825;chr19_277
chr11_2826;chr19_271
chr11_2829;chr19_251
chr1_1282;chr1_6491
chr11_282;chr7_4738
chr11_2831;chr19_243
chr11_2832;chr19_242
chr11_2835;chr19_2837
chr11_2836;chr19_199
chr1_1284;chr1_1818
chr11_284;chr7_1209
chr11_2851;chr19_80
chr11_285;chr7_1221
chr11_2870;chr7_4308
chr11_2879;chr7_4943
chr1_1287;chr1_3205
chr11_2882;chr7_988
chr11_2887;chr7_980
chr11_2887;chr7_981
chr11_2888;chr7_2958
chr11_2890;chr7_977
chr11_2892;chr7_4160
chr11_2895;chr7_944
chr11_2911;chr7_898
chr11_2912;chr7_1794
chr11_2915;chr7_872
chr11_2916;chr7_2151
chr11_291;chr7_476
chr11_2925;chr7_4418
chr11_2926;chr7_844
chr11_2928;chr7_2146
chr11_2929;chr7_4709
chr11_292;chr7_2812
chr11_2939;chr9_3539
chr1_1293;chr1_3188
chr11_2945;chr9_5489
chr11_2947;chr9_74
chr11_294;chr7_484
chr11_2952;chr9_75
chr11_2954;chr9_2378
chr11_2956;chr9_71
chr11_2958;chr9_69
chr11_295;chr7_495
chr11_2962;chr9_2125
chr11_2963;chr9_3991
chr11_2965;chr9_2630
chr11_2966;chr9_44
chr11_2967;chr9_4361
chr11_2968;chr9_4685
chr11_2969;chr9_43
chr11_2971;chr9_40
chr11_2972;chr9_39
chr11_2973;chr9_43
chr11_29;chr9_481
chr11_2;chr7_1522
chr1_1300;chr1_1585
chr11_3016;chr9_3656
chr11_3018;chr9_4074
chr1_1301;chr1_4537
chr11_301;chr2_4007
chr11_3025;chr9_607
chr11_3028;chr9_1828
chr11_302;chr2_5813
chr11_3034;chr9_4075
chr1_1303;chr1_1536
chr1_1303;chr1_1537
chr11_3040;chr9_3443
chr11_304;chr2_4142
chr11_3051;chr9_5458
chr11_3052;chr9_586
chr11_3052;chr9_587
chr1_1305;chr1_3142
chr11_3063;chr9_498
chr11_3065;chr9_488
chr11_3066;chr9_512
chr11_3067;chr9_511
chr11_3067;chr9_512
chr11_3068;chr9_511
chr11_3069;chr9_509
chr11_3069;chr9_510
chr11_3070;chr9_506
chr11_3072;chr9_5719
chr11_3073;chr9_507
chr11_3074;chr9_4707
chr11_3077;chr9_513
chr11_307;chr2_4564
chr11_3080;chr9_3641
chr11_3082;chr9_460
chr11_3083;chr9_459
chr11_3083;chr9_480
chr11_3084;chr9_2812
chr11_3086;chr9_5615
chr11_3088;chr9_5660
chr11_308;chr2_3652
chr11_3092;chr9_424
chr11_3093;chr9_1786
chr11_309;chr2_1297
chr11_3102;chr9_381
chr11_3103;chr9_380
chr11_3108;chr9_1766
chr11_3108;chr9_2767
chr11_3110;chr9_2761
chr11_3111;chr9_352
chr11_3112;chr9_349
chr11_3113;chr9_348
chr11_3115;chr9_358
chr11_3124;chr9_360
chr11_3125;chr9_3618
chr11_3126;chr9_4396
chr11_312;chr2_1288
chr11_3130;chr9_344
chr11_3133;chr9_3620
chr11_3134;chr9_2752
chr11_3135;chr9_2183
chr11_3135;chr9_2184
chr11_3136;chr9_342
chr11_313;chr2_4528
chr11_3142;chr9_3611
chr11_3143;chr9_3613
chr11_3145;chr9_1739
chr11_3146;chr9_3183
chr11_3155;chr9_2168
chr11_315;chr2_1277
chr11_3165;chr9_246
chr11_316;chr2_1273
chr11_3173;chr9_4017
chr11_3178;chr9_4020
chr11_3178;chr9_5301
chr1_1317;chr1_1330
chr11_3180;chr9_4375
chr11_3186;chr9_240
chr1_1318;chr1_2672
chr11_3197;chr9_2686
chr11_3198;chr9_2688
chr1_1319;chr1_3914
chr11_319;chr2_1254
chr11_31;chr9_323
chr11_3204;chr7_2812
chr1_1320;chr1_5340
chr11_3211;chr19_1611
chr11_3215;chr19_65
chr11_3217;chr7_5330
chr11_321;chr2_1236
chr11_3224;chr9_2206
chr11_3225;chr9_2203
chr11_3228;chr9_4905
chr1_1322;chr1_1315
chr11_322;chr2_1245
chr1_1323;chr1_7179
chr11_323;chr2_5138
chr11_3255;chr7_4057
chr11_3269;chr19_1622
chr11_3272;chr19_1355
chr11_3274;chr19_15
chr11_3275;chr19_6
chr1_1327;chr1_7220
chr11_327;chr19_420
chr1_1329;chr1_5332
chr11_329;chr19_424
chr11_32;chr9_321
chr11_3305;chr19_1578
chr11_3310;chr9_2787
chr11_3315;chr16_1830
chr11_3318;chr9_604
chr1_1331;chr1_4309
chr11_331;chr19_1988
chr11_3326;chr7_2977
chr1_1332;chr1_1252
chr1_1332;chr1_4307
chr11_3351;chr7_2806
chr11_3357;chr7_2321
chr11_3358;chr7_4064
chr1_1335;chr1_3556
chr11_3372;chr7_1707
chr1_1337;chr1_3862
chr11_337;chr19_407
chr11_3385;chr2_6717
chr1_1338;chr1_5972
chr11_338;chr19_1624
chr11_338;chr19_1625
chr11_3390;chr2_4610
chr11_33;chr9_1732
chr11_3400;chr2_8304
chr11_340;chr19_384
chr11_3416;chr19_69
chr11_3429;chr6_1719
chr1_1343;chr1_1192
chr1_1344;chr1_1190
chr11_344;chr19_356
chr11_344;chr19_357
chr11_3451;chr7_3393
chr1_1345;chr1_4084
chr11_345;chr19_356
chr1_1346;chr1_2202
chr11_3474;chr9_2130
chr1_1347;chr1_5535
chr11_347;chr19_2466
chr11_347;chr19_337
chr11_3488;chr9_1687
chr11_3488;chr9_2624
chr1_1348;chr1_4084
chr11_348;chr19_336
chr1_1349;chr1_6585
chr11_349;chr19_333
chr11_349;chr19_334
chr11_3507;chr9_4705
chr11_350;chr19_331
chr11_3512;chr9_2800
chr11_3513;chr9_2786
chr11_3516;chr9_2396
chr11_3517;chr9_412
chr11_351;chr19_2589
chr11_3529;chr9_1751
chr11_352;chr19_326
chr11_3537;chr9_307
chr1_1353;chr1_2156
chr1_1354;chr1_5523
chr11_354;chr19_316
chr11_3555;chr9_5292
chr11_3559;chr7_2999
chr1_1355;chr1_2130
chr11_3560;chr7_4974
chr11_3565;chr7_2808
chr11_3568;chr7_2319
chr1_1356;chr1_2116
chr11_3573;chr2_3065
chr11_3576;chr19_196
chr11_3578;chr7_854
chr1_1357;chr1_2108
chr11_357;chr19_314
chr11_3587;chr9_576
chr11_358;chr19_321
chr11_3592;chr9_351
chr11_359;chr19_339
chr11_359;chr19_340
chr1_135;chr4_1399
chr11_3601;chr7_5216
chr11_3602;chr7_4979
chr11_3603;chr7_1165
chr11_3608;chr7_1213
chr1_1360;chr1_2066
chr11_3610;chr7_1214
chr11_3613;chr7_1215
chr1_1361;chr1_2063
chr11_3623;chr7_1201
chr11_3627;chr2_1533
chr11_362;chr19_322
chr11_3630;chr2_5828
chr11_3633;chr2_1378
chr11_3637;chr2_1371
chr11_3640;chr2_5144
chr11_3642;chr2_1281
chr11_3646;chr19_427
chr11_3649;chr19_2177
chr1_1364;chr1_6563
chr11_364;chr19_264
chr11_3651;chr19_298
chr11_3657;chr19_272
chr11_3661;chr7_1818
chr11_3664;chr7_3402
chr11_3664;chr7_3551
chr11_3666;chr7_978
chr11_3667;chr7_2962
chr11_3668;chr7_965
chr11_366;chr19_1595
chr11_366;chr19_1596
chr11_3672;chr7_5477
chr11_3673;chr7_2954
chr11_3674;chr7_4432
chr11_367;chr19_281
chr11_3681;chr7_881
chr11_3686;chr7_843
chr11_3686;chr7_844
chr11_3690;chr9_565
chr11_3691;chr9_3443
chr11_3692;chr9_554
chr11_3693;chr9_499
chr11_3697;chr9_2782
chr11_3699;chr9_2185
chr11_369;chr19_256
chr11_3700;chr9_2750
chr11_3701;chr9_2538
chr11_3702;chr9_4393
chr11_3705;chr9_305
chr11_3706;chr9_299
chr11_370;chr19_1215
chr11_370;chr19_254
chr11_3716;chr7_5360
chr11_3718;chr7_4656
chr11_371;chr19_249
chr11_3720;chr7_4658
chr11_3724;chr7_3160
chr11_3734;chr2_1348
chr11_3735;chr2_1324
chr11_3735;chr2_1325
chr11_373;chr19_1358
chr11_373;chr19_1586
chr11_3740;chr19_1621
chr11_3741;chr19_1778
chr11_3743;chr19_1356
chr11_3745;chr19_195
chr11_3748;chr19_2835
chr11_3749;chr19_2445
chr11_374;chr19_245
chr11_3751;chr19_147
chr11_3756;chr19_101
chr1_1375;chr1_5745
chr11_3764;chr7_2173
chr11_3764;chr7_2486
chr11_3769;chr7_4584
chr11_376;chr19_1567
chr11_3773;chr9_1790
chr11_3774;chr9_428
chr11_3775;chr9_398
chr11_3778;chr9_2736
chr11_3779;chr9_4032
chr11_3780;chr9_3609
chr11_3784;chr7_4504
chr1_1378;chr1_4999
chr11_378;chr19_1355
chr11_3797;chr7_4607
chr1_1379;chr1_1975
chr11_379;chr19_236
chr11_3800;chr7_1172
chr11_3801;chr7_1839
chr11_3805;chr7_1844
chr11_3814;chr7_5078
chr11_3816;chr2_1523
chr11_381;chr19_203
chr11_3829;chr2_5835
chr11_3830;chr2_5835
chr11_3832;chr2_1471
chr11_3834;chr2_1444
chr11_3839;chr2_3097
chr1_1383;chr1_3262
chr11_383;chr19_1972
chr11_3841;chr2_1447
chr11_3842;chr2_1470
chr11_3843;chr2_6359
chr11_3844;chr2_1472
chr11_3849;chr2_1454
chr11_385;chr19_209
chr11_3861;chr2_1407
chr11_3863;chr2_4565
